job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
,,None,None,None,待遇面議,None
Cloud SRE System / Network Engineer 雲端系統/網路工程師,希格斯資訊科技有限公司,新北市新店區,3年以上,大學,待遇面議,"身為 DevOps/ SRE 你應該必須具備 System, Networking, Automation, Security, 及Architecting 概念及能力，就如研發工程師要會一堆前後端甚至也要懂系統及網路知識，更進階要會網路安全，才能設計出良好的系統一般，至於每項技能的能力成熟度會不一樣，端看個人的興趣跟努力了，只要有符合其中幾項都將列入我們的評選。 • Linux 的安裝、操作、設定，並瞭解作業系統、網路原理，具備系統除錯能力。 • Stroage 的建構經驗，FC-SAN / IP-SAN / NAS • Docker 基礎知識及相關應用之經驗 • Kurbunetes 相關部署及管理維運經驗 • AWS、Azure、GCP 或各類雲提供商的實務經驗 - 瞭解雲服務的本質及他對應的地端服務，有混和雲建構經驗。 • Azure Pipelines、Cloudformation、Opsworks、Terraform、Ansible、Chef、Puppet、Shell script 等自動化的佈署腳本的開發及維護 • 深度的網路及安全知識 - DNS / CDN / VPN / DDoS / Firewall / Routing / TCP / Mail Server / TLS Certification等運作原理及問題排查， • 系統監控及 Log 的處理 - Elasticsearch / Kibana, Zabbix, Grafana, Nagios, Prometheus, SIEM tools ------- 團隊的核心任務 --------- 環繞著 Higgs 的核心價值，我們不斷追求技術的成長，不停歇的學習及反思，外顯的為客戶創造更多的價值及降低成本，進而內化的為我們每位成員提供更多探索的機會，唯有如此我們才能不斷的面對各式的技術挑戰。 ""Cloud Vanguard Team"" 便是公司的雲端方案的先鋒部隊，扮演著非常重要的角色 : * 雲端技術的領航學習 - 不斷的自主學習、主動發掘問題及挑戰技術極限 * 技術解決方案的概念驗證及分析 - - 學習前必須思考，是否會有真實的使用場景? 然後規劃或驗證目標項目及未來落地可能會遇到的技術瓶頸，如此才能務實。 * 共用技術的分享及傳承 - 不斷的透過討論及無私的分享，幫助其他團隊一起成長，讓自己有機會不斷的往前邁進。 * 內部教育訓練 - - 教會他人才能證明自己對技術的通曉，透過教學及中間的準備過程，也可以發現更多潛藏的知識點。 * 系統建置、規劃及監控 - 安裝系統及網路知識是基本的技能，要有能力規劃具有 ""前瞻性"" 的系統架構及部件應用，更要瞭解真實的業務場景，不是為了安裝而安裝，為系統監控而監控。 * Infra 的自動化部署 - - 雲的優勢在於容易快速部署，但這些必須建立在高度自動化的能力上，如此才能讓 RD / QA 更快的擁有各類的環境，加速開發測試，進而讓客戶能夠更快面對業務的改變。 * 系統問題除錯協助及優化系統監控指標 - 監控要針對標的來規劃，及深度瞭解每個指標的背後意涵，才能準確的定位問題而解決問題，甚至應具備研發各類除錯或監控工具之整合能力，縮短 ""MTTR"" 時間。 * 架構、系統安全、帳號及權限管理策略的建議 - 雲是一個共享的環境，更要注重網路安全、帳號管理及權限管理，更要規劃可做到安全稽核的機制及能力。 * 資源的使用監控、成本的估算及成本優化的建議 - 雲端是更容易進行成本的計算，進而讓團隊針對效能及成本不佳的痛點進行改善，才能得到最大效益。"
(DR31-GB011 )軟體(高級)工程師 (台北),新漢股份有限公司,新北市中和區,1年以上,大學,待遇面議,因應承接國際大廠ODM專案需求將擴編徵才，並計畫於近期獨立成立公司及IPO，歡迎菁英人才加入我們的行列。 工作內容: 負責IP-CAM Linux系統開發
【金融科技】核心系統程式設計師(經驗行員),玉山銀行_玉山商業銀行股份有限公司,台北市中山區,2年以上,大學,待遇面議,1. 開發：撰寫 Transact Core Banking Software (Temenos T24) 程式，分析業務需求並開立需求規格 2. 核心產品模組化，參數設定 3. 參與介接系統及新系統開發及維護 4. 營運日常維運與問題排除 104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！ 【網址：https://esnhr.pse.is/394b2n】
軟體工程師,均利科技股份有限公司,桃園市龍潭區,經歷不拘,大學,待遇面議,1. 負責軟體之分析、設計以及程式撰寫。 2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。 3. 進行軟體之測試與修改。 4. 規劃、執行與維護量產的產品。 5. 協助研發軟體新技術與新工具。 6. 管控軟體開發成本。
APP 研發工程師,巨鷗科技股份有限公司,台中市西屯區,3年以上,學歷不拘,待遇面議,1. Android App 或 iOS App開發 2. Android 或 iOS 相關開發測試工具的使用 3. 產品模組抽離與研發 4. 創新應用技術研發。 具備技能 1. Android、Java/kotlin 2. iOS、SWIFT、Mac OS 以上兩者皆具優先錄取
應用系統軟體開發人員,台灣優利系統股份有限公司,台北市松山區,經歷不拘,大學,待遇面議,"(責任) •具備製定技術願景和戰略，孵化新想法，將客戶需求與技術和可交付成果相結合的能力。 領導項目的設計、安裝、監控、維護、支持和優化。 領導項目總體計劃的準備和執行。 定義系統備份/恢復過程。 流利的英語與供應商/客戶溝通。 能夠同時處理多個項目和任務。 良好的批判性思維和解決問題的能力。 (資歷和經驗) •5年以上軟件和金融行業應用開發經驗。 具備銀行系統相關領域的知識和經驗，如銀行分行系統，互聯網銀行，手機應用。 優秀的溝通能力和多任務處理能力 •較強的分析和故障處理能力和經驗 有在windows環境下設計和編程web應用程序或APP的經驗。 •熟悉visual studio開發工具，有使用。net (c#)， . net Core(c#)， WPF, c++使用MVC架構構建Web應用程序或Windows應用程序或移動應用程序的經驗。 •熟悉Web應用程序編程語言，包括JavaScript、HTML、JavaScript(TypeScript)、CSS(SCSS)。 熟練使用SQL語言，如SQL Server。 *有一個開源領域的實踐經驗優先考慮: ·熟悉Angular框架、typescript。 ·有SOA網絡服務(SOAP和REST)經驗。 ·有使用開放API的經驗。 ·Docker相關知識和經驗。 ·有微服務開發框架經驗，如:Spring Cloud或Dubbo等 ·具有UI/UX經驗。"
PTD- Senior Backend Developer,凱納股份有限公司,台中市南屯區,經歷不拘,大學,待遇面議,"We are looking for self-motivated, detail-oriented, open-minded talent to join Hyena! 【工作內容】 • 雲端架構開發 (cloud architecture development) • 對外Open API 規格設計與開發 • 對內核心共用平台 (core platform) 設計開發 • 數據處理架構規劃 • 帶領培養 Junior 後端人員成長 • 新技術快速評估與導入 【必要條件】 • 系統分析能力，現代軟體架構設計經驗 (包括 serverless) • Backend application 開發經驗, (各種語言皆可，目前公司使用Python) • 高度掌握您熟悉語言development stack (convention & practice, framework, project build/package dependency) 與 Threading 機制 (Concurrent, queue, coroutine/non-blocking , AsyncIO 等) • 熟悉現代 API 標準 (RESTful API/GraphQL)，並有整合前端經驗 • RDBMS 設計經驗與實務 (目前使用 Postgresql ) • NoSQL 任何 “production” 使用經驗 (Key/value, document based, Graph, Time series 都可) • Design pattern & OOP • Unit test 撰寫與 Integration test 相關經驗 • 熟悉現代後端架構與需求(scalability, availability, fault tolerance, OPs/monitoring) • 熟悉 AWS (或GCP/Azure 對應)基本服務: Lambda, EC2, S3, CloudFront, API gateway, Route53 •了解Devops 與 CI/CD 整合"
軟體開發工程師,格得電子工業股份有限公司,高雄市大寮區,4年以上,大學,待遇面議,開發 WiFi、Bluetooth、Zigbee、LoRa、GPON、IP Cam 等產品的生產軟體。
Server/Networking_BIOS 工程師/資工,微星科技股份有限公司,新北市中和區,3年以上,大學,待遇面議,"1.Server/Networking主機板 BIOS開發及維護 2.需具備X86架構及C語言能力 3.熟AMI BIOS,UEFI BIOS"
【金融科技】機器學習工程師Machine Learning Engineer(經驗行員),玉山銀行_玉山商業銀行股份有限公司,台北市松山區,3年以上,碩士,待遇面議,1. 開發機器學習模型來優化公司內部流程及提昇服務品質 2. 協助業務單位業問題並轉換成機器學習問題 104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！ 【網址：https://esnhr.pse.is/394b2n】
【中央監控人員】-新北市板橋區(遠東通訊園區辦公大樓)-眾鼎工程,東京都物業管理機構_東京都保全股份有限公司,新北市板橋區,經歷不拘,高中,待遇面議,1.中央監控，電腦系統維護及操作 2.中央監控，電腦系統數據記錄 3.檢查電機設備使用、保養及維修等技術之協助。 4.檢查各種機具、電機的故障狀況，並修換損舊組件及線路。 5.大樓機電設備(空調.消防.給排水.電力.弱電等系統)維護保養及巡視 6.緊急事項的派修與支援
【金融科技】進階Windows工程師(經驗行員),玉山銀行_玉山商業銀行股份有限公司,台北市中山區,3年以上,大學,待遇面議,1. 負責Windows系統規劃與維運管理工作 2. 熟悉Windows 進階技術，如進階資安、容器技術 3. 撰寫Windows組態管理與系統監控機制 4. 熟悉Windows相關中介軟體規劃與建置 104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！ 【網址：https://esnhr.pse.is/394b2n】
【金融科技】信用卡處-iOS APP程式開發工程師(經驗行員),玉山銀行_玉山商業銀行股份有限公司,新北市三重區,3年以上,大學,待遇面議,1.支付APP系統開發 2.支付APP後台及Gateway維護 3.APP技術評估導入 104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！ 【網址：https://esnhr.pse.is/394b2n】
資訊網管相關人員,大信防水工程有限公司,台北市中山區,2年以上,大學,待遇面議,1. 管理整個軟體開發專案之流程（如：前置規劃、流程分析、解決方案評估、系統分析、系統設計、系統開發、資料驗證、系統測試、使用者測試）。 2. 了解相關單位對於資訊化之需求，思考合適之解決方案，協助整體資訊之發展與應用。 3. 進行專案過程中必要之溝通協調工作。 4. 負責專案風險之管理與排除。 5. 建立使用手冊及程序，並對使用者進行教育訓練。 6. 與操作員、使用者和管理階層溝通，評估系統修改及建立新系統的需求。 7.主管交辦事項執行。 主動積極、細心負責、執行力強、具溝通協調能力及組織能力，抗壓力強！具二年以上業務相關職位，相關經驗者優先錄取。
C004-業務工程師,大同世界科技股份有限公司,台北市中山區,經歷不拘,專科,待遇面議,"▶ JD工作說明 1. 協助業務訪談、軟硬體測試、協助客戶釐清問題 2. 須熟悉Nvidia相關產品操作、課程認證與簡報介紹 3. Linux 平台相關產業議題學習 4. 達成主管交辦事項 ▶ JS工作技能 1. 熟悉CUDA、C++、Linux、Deep Learning Framework 2. 懂 Caffe, TrnsorFlow, Matlab,與SDK開發概念 3. 良好的溝通與傾聽能力 4. 積極、認真、對目標達成堅持度高 5. 情緒管理佳/抗壓性高 6. 對程式開發及軟體工程具有熱情 ，願意嘗試新技術及架構 7. 歡迎應屆畢業生!!! 如有興趣歡迎與我們聯絡！ Email: 16G202Sales@chci.com.tw"
台中- 資深前端工程師,敦謙國際智能科技股份有限公司,台中市西屯區,3年以上,大學,待遇面議,1. 3-5年以上相關經驗 2. 網站前端開發，維護並優化頁面效能 3. 與視覺設計師及其他工程師協同合作 4. 協助處理主管交辦文書、事項，妥善撰寫相關專案文件需求 5. 人格特質：良好的溝通能力；抗壓性強且有責任感；態度積極、細心、用心，邏輯良好且思路清晰，願意學習新事物 必備條件： 1. 熟悉 HTML5、CSS、Javascript 2. Vue、Vue CLI 使用經驗 3. Vuex、Vue Router 開發 4. UI Framework 使用經驗，例如：Quasar、Ant Design 5. 用 Npm、Yarn 等常見的前端開發工具 6. 熟悉 Git 操作 7. 了解 OAuth、JWT 等等授權方式
MSR54 韌體工程師,新普科技股份有限公司,新竹縣湖口鄉,經歷不拘,大學,待遇面議,"1. 執行切換式電源專案(DC/DC,DC/AC,AC/DC),撰寫相關電源控制韌體。 2. 執行馬達驅動器專案(BLDC,PMSM,IM,ServoMotor),撰寫相關馬達控制韌體。"
系統分析師【資訊加值服務部】,華經資訊企業股份有限公司,台北市內湖區,3年以上,大學,待遇面議,1、需求訪談、系統分析及文件撰寫。 2、系統設計及文件撰寫。 3、專案需求分析歸納與功能規劃。 4、使用案例分析、需求文件撰寫與使用者介面雛型設計。
【金融科技】機器學習平台工程師(經驗行員),玉山銀行_玉山商業銀行股份有限公司,台北市松山區,3年以上,碩士,待遇面議,1.巨量結構化資料、半結構化資料甚至非結構化資料的分析、處理與儲存 2.打造機器學習平台及系統軟體框架，將機器學習建構在分散式系統及微服務系統 (docker)之上 3.參與機器學習 (Machine Learning) 專案開發、資料特徵工程、規劃設計次世代機器學習平台發展與藍圖等任務 4.具備SQL技術能力，熟悉Linux、 Python程式開發、Git 版本控制，略懂資訊安全及網路傳輸相關基礎知識 5.具備金融/金流/支付相關知識和興趣，且有專案管理及良好溝通協作能力 104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！ 【網址：https://esnhr.pse.is/394b2n】
訊號處理演算法工程師,同致電子企業股份有限公司,桃園市蘆竹區,經歷不拘,碩士,待遇面議,1.擔任產品開發演算法的處理與應用 2.開發件之量產軟體發行和相關資料作成、整理 3.產件之不良點分析及改善對策 4.工程上相關問題之支援 5.主管交辦事項
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
PHP程式設計師,京群超媒體股份有限公司,新北市中和區,1年以上,專科,"月薪30,000~40,000元","1. 個人職涯目標明確，有克服困難決心和不斷精進自我 2. 認同團隊合作價值，重視溝通,主動積極與正向思考 3. 1年以上相關工作經驗 4. 熟悉PHP, OOP, MVC與Client–Server 5. 瞭解HTML5, CSS3, JavaScript, AJAX, JQuery, XML, JSON 6. 瞭解資料庫管理 (MySQL) 7. 瞭解版本控管 (git, subversion) 8. 瞭解框架(Laravel, Codeigniter..) 9. 瞭解SDK, API, 金流串接與平台構建"
(SMR2-Q007) 系統驗證高級工程師,新漢股份有限公司,新北市中和區,5年以上,大學,"月薪30,000~40,000元",1.測試計畫與測試報告的撰寫 2.相關可靠度驗證(Thermal Test/Drop test/Vibration Test/Shock Test/IPXX Test等)與問題分析 3.線材設計與製作 4.專案產品BOM建置(維護/修改/料件申請與承認) 5.專案產品生產技轉
DevOps 工程師(OPS Layer),龍巖股份有限公司,新北市汐止區,3年以上,大學,"月薪30,000~40,000元","※ 熟稔 Linux based OS and Shell scripting以及CI/CD工具，根據系統需求建設高可用性 Kubernetes叢集，管理與調適優化Kubernetes叢集，管理與建置CI/CD流程，建置 Kubernetes 監控系統。 ※ 協助公司優化 DevOps 流程 ※ 具備基本相關雲服務資安設定 ※ 熟悉監控日誌系統 (ELK、 Grafana, etc) ※ K8s 基本使用及管理 ※ 熟悉 CICD 軟體的操作設定 (Jenkins、Gitlab-CI, etc) ※ 熟悉 CloudWatch ※ 熟悉 腳本語言 (Shell script, 、PowerShell, etc) ※ 利用 Docker 架設 web service (nginx, etc)"
(Taipei)SAP Engineer_HR/BPM (MM/WM ),國巨股份有限公司,新北市新店區,3年以上,大學,"月薪30,000~40,000元",1.Troubleshoot users'HR/BPM & MM/WM daily operation problem. 2.Support Global IT on HR/BPM & MM/WM migration and rollout. 3.Report immediate problem to IT Service and Operations Director. 4.Manage and maintain YAGEO’s technology and process. 5.Provide a point of escalation for internal and external customers to escalate issues relating to the services provided. 6.Maintain weekly project/task tracking.
(台北)無線電系統技術主任/副理．系統整合一部業務六處,三商電腦股份有限公司,台北市信義區,經歷不拘,大學,"月薪30,000~40,000元",1、數位集群無線電系統規劃/設計 2、無線電RFDS系統規劃/設計 3、數位集群無線電系統規劃與建置 4、數位集群無線電派遣臺與後端整合平台規劃 5、設備選商、教育訓練 6、專案計畫文件製作、專案進度簡報
